책 제목,URL,저자/역자,발행일,작성일,작성자,구매,평점,리뷰,ISBN13,숫자평점
[eBook] 스프링 시큐리티 인 액션,http://www.yes24.com/Product/Goods/114246978,로렌티우 스필카 저/최민석 역,2022-10-10,2023-08-22,E*********a,구매,내용 평점3점  편집/디자인 평점3점,전체적으로 스프링 시큐리티 개념에 대해 파악하기는 좋지만 이미 지원종료된 방식에 스프링 구조상 좋은 설계 예시가 아닌 것이 문제점 설계상 순환참조가 많음 공식문서나 구글링을 통해 해당부분을 수정하면서 배워야 하는것이 아쉽게 느껴짐 다만 스프링 시큐리티 관련 서적이 없어 기본 시큐리티를 가볍게 배워볼 생각이면 훑어보는 정도로 괜찮은 책 최신강... 더보기,9791158393731,3.0
실전! 컴퓨터비전을 위한 머신러닝,https://product.kyobobook.co.kr/detail/S000202999618,"발리아파 락슈마난,마틴 괴르너,라이언 길라드,최용",2023-07-18,2023-08-22,pd*****,구매자,4,실전 비전 머신러닝에 도움이 되네요,9791158394417,4.0
챗GPT와 글쓰기,https://product.kyobobook.co.kr/detail/S000201060847,김철수,2023-03-03,2023-08-22,ew******,구매자,4,몰랐던 내용들을 많이 알게되어서 좋았어요,9791158394233,4.0
일상의 UX 디자인,http://www.yes24.com/Product/Goods/116222623,유승헌 저,2023-01-02,2023-08-21,w*****6,구매,평점5점,일상의 모든 다자인을 ux관점으로!,9791158393809,5.0
"타입스크립트, 리액트, Next.js로 배우는 실전 웹 애플리케이션 개발",http://www.yes24.com/Product/Goods/119121955,"테지마 타쿠야, 요시다 타케토, 타카바야시 요시키 저/김모세 역",2023-05-30,2023-08-20,멋**구,구매,평점2점,"발행일은 2023년이지만, 내용(사용하는 라이브러리, 구현)이 2021년 기준입니다.",9791158394332,2.0
진짜 챗GPT API 활용법,https://product.kyobobook.co.kr/detail/S000208506795,"김준성,유원준,안상준",2023-08-23,2023-08-20,ca******,,4,ㅡ도움이 많이되는 책이예요,9791158394608,4.0
시스템 소프트웨어 개발을 위한 Arm 아키텍처의 구조와 원리,https://product.kyobobook.co.kr/detail/S000202671443,김동현,2023-06-22,2023-08-20,pa********,구매자,4,Arm 아키텍처 를 배우는데 최적의 선택이 아닌가 싶습니다. 강추합니다.,9791158394349,4.0
진짜 챗GPT 활용법,http://www.yes24.com/Product/Goods/117936860,"김준성, 유원준, 안상준 저",2023-03-21,2023-08-19,r*****0,구매,평점2점,이거 따라해보고 평 남기는 건가? 영어번역 다음 GPT질문관련 함수값 입력하면 에러뜸,9791158394264,2.0
시스템 소프트웨어 개발을 위한 Arm 아키텍처의 구조와 원리,https://product.kyobobook.co.kr/detail/S000202671443,김동현,2023-06-22,2023-08-19,pt***,구매자,4,"아키텍쳐를 알아야 임베디드 프로그램을 잘 할 수있는거같아요.
간단한 어셈내용까지 들어있어서 도움이됩니다",9791158394349,4.0
웹 3.0이 온다,http://www.yes24.com/Product/Goods/119984074,"장세형, 이상준 저",2023-07-13,2023-08-18,d****7,,평점5점,웹이라는 본질을 명확하고 적절한 비유로 쉽게 설명해주는 책.,9791158394370,5.0
[eBook] 2023 이지패스 ADsP 데이터분석 준전문가 (수험서 앱 제공),http://www.yes24.com/Product/Goods/116974518,"전용문, 박현민 저",2023-01-17,2023-08-18,k*****7,구매,내용 평점5점  편집/디자인 평점5점,"완전 쌩초보 비전공자에게 정말 필수 입니다!!!!!!!!!!!!!!!!!!!!!!!!!! 유명한 책이 있지만 저에게 그 책이 단점이라고 느껴져서 일명 미어캣책을 구매했는데 유튜브 강의도 있고, 네이버 카페도 있어서 공부하기 정말 편합니다!!!!!!!!(카카오톡 단톡으로 매일매일 관리도 해주시고)책 들고다니기 싫어서 e북으로 구매했는데 편하게 잘 공부했고, 시험 한번에 합격... 더보기",9791158394073,5.0
[eBook] 2023 이지패스 ADsP 데이터분석 준전문가 (수험서 앱 제공),http://www.yes24.com/Product/Goods/116974518,"전용문, 박현민 저",2023-01-17,2023-08-18,P***n,구매,평점1점,"교재는 좋은데, YES24 이북 리더기가 최악입니다.",9791158394073,1.0
[eBook] 2023 이지패스 ADsP 데이터분석 준전문가 (수험서 앱 제공),http://www.yes24.com/Product/Goods/116974518,"전용문, 박현민 저",2023-01-17,2023-08-18,y****1,구매,평점5점,e북이라서 들고다니면서 보기 편하고 책 구성이 좋아서 너무 만족합니다!,9791158394073,5.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-08-18,모그,구매,3점,"챗GPT로 글쓰기를 시켰을 때의 logic처리나 원리, AI와 유사하게 글 수정법 또는 AI를 글쓰기의 보조적 장치로 활용해서 글쓰는 방법에 대한 책으로 뭔가 원하는 내용의 20~30%는 채워주지 못하는 감이 있었습니다.또한 내용의 많은 부분을 챗GPT와 Q&A하는 부분으로 채운 점도 아쉬운 감이 있구요.",9791158394233,3.0
궁금한 IT,https://product.kyobobook.co.kr/detail/S000200233569,김상래,2022-11-23,2023-08-17,na********,구매자,4,유용합니다 추천합니다 ,9791158393762,4.0
웹 3.0이 온다,https://product.kyobobook.co.kr/detail/S000202989087,"장세형,이상준",2023-07-13,2023-08-16,da****,,4,"웹3.0이 무작정 탈중앙화 시스템, 블록체인 등의 단어로 등치되며 혼란을 주는 와중에 이 책은 웹의 본질부터 제대로 정의하며 다가오는 새로운 혁신적인 기술을 통해 어떻게 웹이 변화할지, 변화해야하는지를 현실적인 관점에서 바라보고자 노력하며 이야기합니다. 웹의 탄생과 변화과정, 그리고 기본적인 개념들을 적절한 비유와 함께 쉽게 전달해주는 책이라 반가웠습니다.",9791158394370,4.0
"타입스크립트, 리액트, Next.js로 배우는 실전 웹 애플리케이션 개발",https://product.kyobobook.co.kr/detail/S000202342916,"테지마 타쿠야,요시다 타케토,타카바야시 요시키,김모세",2023-05-30,2023-08-15,br********,,4,좋은예제 내용들이 많이 있어요,9791158394332,4.0
[eBook] 챗GPT와 글쓰기,http://www.yes24.com/Product/Goods/118318039,김철수 저,2023-04-10,2023-08-14,h****n,구매,평점4점,신기하고 잼나게 잘 읽었습니다^^,9791158394301,4.0
시스템을 잘 만들게 하는 기술,https://product.kyobobook.co.kr/detail/S000201236921,"시라카와 마사루,하마모토 요시후미,김모세",2023-03-16,2023-08-14,po********,한달 후 리뷰,4,내용이 괜찮고 도움됨,9791158393779,4.0
"타입스크립트, 리액트, Next.js로 배우는 실전 웹 애플리케이션 개발",https://product.kyobobook.co.kr/detail/S000202342916,"테지마 타쿠야,요시다 타케토,타카바야시 요시키,김모세",2023-05-30,2023-08-13,ph******,구매자,4,학습하는데 도움이 됩니다.,9791158394332,4.0
궁금한 IT,https://product.kyobobook.co.kr/detail/S000200233569,김상래,2022-11-23,2023-08-13,na********,구매자,4,유용합니다 추천합니다!!,9791158393762,4.0
실전! 컴퓨터비전을 위한 머신러닝,https://product.kyobobook.co.kr/detail/S000202999618,"발리아파 락슈마난,마틴 괴르너,라이언 길라드,최용",2023-07-18,2023-08-12,mn****,구매자,4,컴퓨비전에대한 근본적 지식,9791158394417,4.0
코어 쿠버네티스,http://www.yes24.com/Product/Goods/120763051,"제이 비아스, 크리스 러브 저",2023-07-28,2023-08-10,a****n,,평점4점,중급 이상의 개발자를 위한 책이네요. 저 같은 초심자는 내공을 더 쌓아야,9791158393946,4.0
엘라스틱서치 바이블,https://product.kyobobook.co.kr/detail/S000202720436,여동현,2023-06-29,2023-08-10,sh*****,구매자,4,책 도움이되요 엘라스틱,9791158394356,4.0
코어 쿠버네티스,http://www.yes24.com/Product/Goods/120763051,"제이 비아스, 크리스 러브 저",2023-07-28,2023-08-08,k*****o,,평점5점,엔지니어가 이해하가 편하게 번역되었어요. 내용도 맘에듭니다,9791158393946,5.0
24단계 실습으로 정복하는 쿠버네티스,http://www.yes24.com/Product/Goods/115187666,이정훈 저,2022-11-10,2023-08-08,j***a,구매,평점5점,내용이 알차내요.. 매끄러운 설명과 내용의 연결성이 좋아요..,9791158393717,5.0
이지패스 2023 ADsP 데이터분석 준전문가 (수험서 앱 제공),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=308397625,"전용문,박현민",2023-01-16,2023-08-08,lily571,구매,5점,추천으로 산 도서 ADSP 자격증을 준비하며 추천받은 책입니다!!꼭 열공해서 좋은 결과 이끌어내길 바라며 구매했어요!,9791158394059,5.0
이지패스 2023 ADsP 데이터분석 준전문가 (수험서 앱 제공),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=308397625,"전용문,박현민",2023-01-16,2023-08-08,-,구매,5점,20일 안으로 끝내기 20일 분량으로 구성되어있어 플랜짜기 너무 좋아요! 하루에 2일치씩하면 10일만에 1회독 할 수 있어요. 유튜브 요약강의도 있어서 함께보면 좋구요 설명도 이해하기 쉽게 해주셔요!! ADsP 준비하시는 분들께 추천드립니다ㅎㅎ,9791158394059,5.0
이지패스 2023 ADsP 데이터분석 준전문가 (수험서 앱 제공),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=308397625,"전용문,박현민",2023-01-16,2023-08-08,-,구매,5점,20일 안으로 끝내기 20일 분량으로 구성되어있어 플랜짜기 너무 좋아요! 하루에 2일치씩하면 10일만에 1회독 할 수 있어요. 유튜브 요약강의도 있어서 함께보면 좋구요 설명도 이해하기 쉽게 해주셔요!! ADsP 준비하시는 분들께 추천드립니다ㅎㅎ,9791158394059,5.0
코어 쿠버네티스,http://www.yes24.com/Product/Goods/120763051,"제이 비아스, 크리스 러브 저",2023-07-28,2023-08-07,h*******e,,평점4점,도움이 많이 될 듯 합니다.,9791158393946,4.0
코어 쿠버네티스,http://www.yes24.com/Product/Goods/120763051,"제이 비아스, 크리스 러브 저",2023-07-28,2023-08-07,j***a,구매,평점1점,미리보기로 읽어보고 구매하세요.,9791158393946,1.0
진짜 챗GPT 활용법,http://www.yes24.com/Product/Goods/117936860,"김준성, 유원준, 안상준 저",2023-03-21,2023-08-07,p*******8,구매,내용 평점4점  편집/디자인 평점4점,"우리의 삶에 큰 변화를 가져다줄 ChatGPT로 전 세계가 들썩이고 있습니다. 글로벌 빅테크 기업들은 이미 다양한 ChatGPT 서비스들을 시장에 선보이고 있습니다. ChatGPT 관련 서적들도 많이 출간되고 있고, ChatGPT 활용 방법에 대한 다양한 교육 프로그램들도 생겨나고 있습니다. ChatGPT를 직접 사용해 보기는 했지만, 실제 업무와 실생활에 어떻게 활용할 수... 더보기",9791158394264,4.0
[eBook] 2023 이지패스 ADsP 데이터분석 준전문가 (수험서 앱 제공),http://www.yes24.com/Product/Goods/116974518,"전용문, 박현민 저",2023-01-17,2023-08-07,용*팝,구매,내용 평점5점  편집/디자인 평점5점,"흑 비전공자 adsp 초시생입니다. 다른 책으로 시험준비 해보려다가 개념이 너무 불친절하게 설명되어 있다는 느낌을 받아 알아보던 중 이지패스의 무료 유튜브 강의를 접했고 그 강의 들으면서 보려고 이북도 샀었는데, 기존 보던책 보다는, 강의+이지패스 책 보니 조금씩 개념이 잡힙니다 8월 시험 열심히 준비해서 붙어보겠습니당 ㅠㅡㅠ! 더보기",9791158394073,5.0
[eBook] 2023 이지패스 ADsP 데이터분석 준전문가 (수험서 앱 제공),http://www.yes24.com/Product/Goods/116974518,"전용문, 박현민 저",2023-01-17,2023-08-07,냥**잉,,내용 평점5점  편집/디자인 평점5점,"정말 좋습니다 일단 책 자체가 두꺼우니까 E북으로 사서 편하게 봤어요 기출문제가 정리 잘되어있고 모의고사도 많아서 좋습니다 ADSP 처음 공부하시고 전공자 아니신 분들은 이 책으로 구매하시는게 좋을 것 같아요 다른 책은 너무 두꺼워서 시험 전까지 다 볼 수 없을 것 같아요 처음보시고, 비전공자라면 이 책 사서 공부하시고 기출도 같이 돌리면 좋을 것 같... 더보기",9791158394073,5.0
[eBook] 2023 이지패스 ADsP 데이터분석 준전문가 (수험서 앱 제공),http://www.yes24.com/Product/Goods/116974518,"전용문, 박현민 저",2023-01-17,2023-08-07,e*****4,구매,평점5점,이북으로 나와서 편리해요,9791158394073,5.0
이지패스 2023 ADsP 데이터분석 준전문가 (수험서 앱 제공),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=308397625,"전용문,박현민",2023-01-16,2023-08-07,thxv010918,구매,5점,카페도 잘 되어 있고 해설도 다른 책에 비해 친절한 편이여서 좋아요! R문제들도 많아서 좋고요!,9791158394059,5.0
진짜 챗GPT 활용법,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=313148104,"김준성,유원준,안상준",2023-03-21,2023-08-06,듀란달,구매,3점,챗 GPT가 어떤 것인지 알 수 있는 책 GPT3.5가 처음 나왔을 때 사용해 봤다. 5일 만에 100만 가입자를 이루었다 했는데 그 100만 중 한 명이 바로 나였다. 처음 봤을 때 간단한 질문 몇 가지 해보고 번역기로 쓰다가 크게 쓸 일이 없다 생각했는지 관심을 금방 거두었다. 궁금했던 건 잠재력이었다. 딱히 이것으로 뭘 할 수 있을 것 같다는 생각은 들지 않았다. 나는 이랬지만 다른 부류가 있다. 이걸로 뭘 할 수 있을까 고민하고 탐구하고 그것을 바탕으로 산업을 만드는 사람들. 그런 사람들이 어느 정도 틀을 만드는데 반년 정도 걸린 듯하다.지금 이런 정리된 책을 보니... + 더보기,9791158394264,3.0
진짜 챗GPT 활용법,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=313148104,"김준성,유원준,안상준",2023-03-21,2023-08-06,듀란달,구매,3점,챗 GPT가 어떤 것인지 알 수 있는 책 GPT3.5가 처음 나왔을 때 사용해 봤다. 5일 만에 100만 가입자를 이루었다 했는데 그 100만 중 한 명이 바로 나였다. 처음 봤을 때 간단한 질문 몇 가지 해보고 번역기로 쓰다가 크게 쓸 일이 없다 생각했는지 관심을 금방 거두었다. 궁금했던 건 잠재력이었다. 딱히 이것으로 뭘 할 수 있을 것 같다는 생각은 들지 않았다. 나는 이랬지만 다른 부류가 있다. 이걸로 뭘 할 수 있을까 고민하고 탐구하고 그것을 바탕으로 산업을 만드는 사람들. 그런 사람들이 어느 정도 틀을 만드는데 반년 정도 걸린 듯하다.지금 이런 정리된 책을 보니... + 더보기,9791158394264,3.0
진짜 챗GPT 활용법,http://www.yes24.com/Product/Goods/117936860,"김준성, 유원준, 안상준 저",2023-03-21,2023-08-05,r*******8,구매,평점5점,챗gpt를 알고싶어서 구입한 도서,9791158394264,5.0
